"排名","代號","名稱","市場","成交","漲跌價","漲跌幅","成交張數","法人買賣日期","外資買賣超張數","投信買賣超張數","自營買賣超張數","合計買賣超張數","外資持有(千張)","外資持股(%)","法人買賣超註記"
"1138","5607","遠雄港","市","54","+1","+1.89","2,211","08/19","+565","-2","-6","+557","16.3","4.4","＋－－"
"1139","6469","大樹","櫃","67.9","-0.3","-0.44","465","08/19","-158","0","+1","-157","7","4.4","－・＋"
"1140","2414","精技","市","51.9","-0.5","-0.95","270","08/19","-178","+1","-1","-178","7.11","4.4","－＋－"
"1141","2732","六角","櫃","64.4","+0.9","+1.42","22","08/19","0","0","0","0","2.04","4.4","・・・"
"1142","4534","慶騰","櫃","30.1","-0.45","-1.47","586","08/19","-179","0","0","-179","3.81","4.4","－・＋"
"1143","6128","上福","市","20.3","+0.15","+0.74","29","08/19","-8","0","0","-8","5.6","4.4","－・・"
"1144","6922","宸曜","櫃","200.5","+9.5","+4.97","427","08/19","+78","0","-26","+53","1.19","4.4","＋・－"
"1145","00992A","主動群益科技創新","市","17.64","-0.3","-1.67","41,106","08/19","+1,728","0","+2,587","+4,315","104","4.4","＋・＋"
"1146","6122","擎邦","櫃","47.3","-0.7","-1.46","170","08/19","-64","0","0","-64","3.39","4.3","－・－"
"1147","4716","大立","櫃","16.85","-0.3","-1.75","440","08/19","-45","0","0","-45","4.07","4.3","－・－"
"1148","5292","華懋","市","210","+19","+9.95","691","08/19","+75","0","+38","+113","2","4.3","＋・＋"
"1149","6804","明係","櫃","18.95","0","0","98","08/19","+4","0","0","+4","2.04","4.3","＋・・"
"1150","6725","矽科宏晟","櫃","228","-4","-1.72","100","08/19","0","0","0","0","1.59","4.3","＋・－"
"1151","7734","印能科技","櫃","2905","-40","-1.36","213","08/19","+55","-63","-7","-14","1.2","4.3","＋－－"
"1152","2612","中航","市","59.5","+2.8","+4.94","1,949","08/19","+462","0","-9","+453","8.43","4.3","＋・－"
"1153","1608","華榮","市","35.3","-0.15","-0.42","2,811","08/19","+7","-6","-27","-25","27","4.3","＋－－"
"1154","6761","穩得","櫃","182","+1","+0.55","329","08/19","+8","0","+2","+10","1.49","4.2","＋・＋"
"1155","00956","中信日經高股息","市","13","-0.23","-1.74","322","08/19","0","0","-54","-54","1.43","4.2","・・－"
"1156","2546","根基","市","111","+4","+3.74","587","08/19","+36","0","-68","-32","5.54","4.2","＋・－"
"1157","4919","新唐","市","116.5","-1.5","-1.27","4,262","08/19","+111","-8","+282","+385","17.8","4.2","＋－＋"
"1158","6903","巨漢","櫃","316.5","-7","-2.16","403","08/19","-87","0","-28","-115","2.83","4.2","－・－"
"1159","8473","山林水","市","45","-0.35","-0.77","374","08/19","-101","0","0","-101","7.69","4.2","－・・"
"1160","3021","鴻名","市","19.95","0","0","71","08/19","-2","0","0","-2","4.01","4.2","－・・"
"1161","3663","鑫科","櫃","61","-1.1","-1.77","256","08/19","-3","0","-2","-5","4.59","4.2","－・－"
"1162","00401A","主動摩根台灣鑫收","市","13.26","-0.19","-1.41","12,545","08/19","+1,328","0","-2,091","-763","10.1","4.2","＋・－"
"1163","4540","全球傳動","市","59.4","-2.3","-3.73","6,538","08/19","-892","0","0","-892","4.85","4.2","－・＋"
"1164","4923","力士","櫃","53.4","+1","+1.91","648","08/19","+50","0","0","+49","1.43","4.2","＋・－"
"1165","00733","富邦臺灣中小","市","65.45","-0.7","-1.06","332","08/19","+141","0","+25","+166","2.72","4.2","＋・＋"
"1166","2114","鑫永銓","市","88","0","0","31","08/19","+9","0","0","+9","3.27","4.2","＋・・"
"1167","2883B","凱基金乙特","市","8.16","0","0","529","08/19","+130","0","-29","+101","66.2","4.2","＋・－"
"1168","4968","立積","市","89.3","-0.8","-0.89","369","08/19","-60","+15","-18","-63","3.86","4.2","－＋－"
"1169","6996","力領科技","櫃","177.5","-0.5","-0.28","26","08/19","-7","0","0","-7","1.76","4.2","－・＋"
"1170","3071","協禧","櫃","24.4","-0.05","-0.2","110","08/19","-42","0","+1","-41","4.58","4.2","－・＋"
"1171","8071","能率網通","櫃","24.1","+0.5","+2.12","967","08/19","+77","0","-1","+76","2.5","4.2","＋・－"
"1172","8923","時報","櫃","18.65","-0.2","-1.06","10","08/19","0","0","0","0","1.26","4.2","・・・"
"1173","4946","辣椒","櫃","89.7","+4.1","+4.79","56","08/19","+18","0","-1","+17","0.37","4.1","＋・－"
"1174","1316","上曜","市","10.6","+0.15","+1.44","1,387","08/19","+235","0","-42","+193","16.6","4.1","＋・－"
"1175","8109","博大","櫃","135.5","+1","+0.74","2,124","08/19","-590","0","+16","-574","3.39","4.1","－・＋"
"1176","2838","聯邦銀","市","20.05","-0.05","-0.25","1,813","08/19","+6","0","-94","-88","179","4.1","＋・－"
"1177","3016","嘉晶","市","102","-3","-2.86","2,964","08/19","-264","0","+33","-232","11.9","4.1","－・＋"
"1178","4502","健信","櫃","15.7","0","0","2","08/19","0","0","0","0","2.36","4.1","・・・"
"1179","5222","全訊","市","117.5","+0.5","+0.43","237","08/19","+7","-20","+2","-11","3.74","4.1","＋－＋"
"1180","00986A","主動台新龍頭成長","市","14.49","-0.37","-2.49","169","08/19","-2","0","-22","-24","1.69","4.1","－・－"
"1181","3306","鼎天","櫃","44.2","+0.35","+0.8","51","08/19","+37","0","0","+37","2.06","4.1","＋・＋"
"1182","1563","巧新","市","61","-1","-1.61","731","08/19","+8","0","+17","+25","9.18","4.1","＋・＋"
"1183","2237","華德動能-創","市","26.9","-0.25","-0.92","138","08/19","-24","0","-5","-29","5.24","4.1","－・－"
"1184","4555","氣立","市","47.3","-0.35","-0.73","185","08/19","-27","0","0","-27","2.83","4","－・－"
"1185","8131","福懋科","市","61","-1.2","-1.93","1,545","08/19","-303","0","-42","-345","17.8","4","－・－"
"1186","00400A","主動國泰動能高息","市","14.51","-0.25","-1.69","38,691","08/19","+2,536","0","-6,743","-4,207","78.9","4","＋・－"
"1187","1568","倉佑","市","28.6","-0.45","-1.55","281","08/19","+60","0","+1","+61","4.14","4","＋・＋"
"1188","2734","易飛網","櫃","15","0","0","38","08/19","-4","0","0","-4","2.3","4","－・＋"
"1189","5328","華容","櫃","63.1","+0.6","+0.96","12,712","08/19","+405","0","+4","+409","6.94","4","＋・＋"
"1190","3438","類比科","櫃","57.5","+0.9","+1.59","61","08/19","+12","0","0","+12","1.89","4","＋・－"
"1191","6690","安碁資訊","櫃","162.5","0","0","13","08/19","+2","0","0","+2","1.2","4","＋・＋"
"1192","1591","駿吉-KY","櫃","35.4","0","0","140","08/19","+10","0","0","+10","1.52","4","＋・・"
"1193","2231","為升","市","96","0","0","418","08/19","+73","0","-12","+61","5.37","4","＋・－"
"1194","3535","晶彩科","市","87.1","-1.9","-2.13","429","08/19","0","0","-2","-2","3.13","4","・・－"
"1195","2230","泰茂","櫃","24.3","-0.15","-0.61","62","08/19","-39","0","0","-39","2.69","3.9","－・－"
"1196","6753","龍德造船","市","143","-1.5","-1.04","1,366","08/19","-24","0","-117","-141","4.62","3.9","－・－"
"1197","6220","岳豐","櫃","25.55","+0.1","+0.39","101","08/19","+9","0","0","+9","5.77","3.9","＋・－"
"1198","2023","燁輝","市","13.85","-0.05","-0.36","649","08/19","+171","0","0","+171","72.3","3.9","＋・・"
"1199","9940","信義","市","20.5","-0.2","-0.97","268","08/19","-25","0","0","-25","28.9","3.9","－・－"
"1200","00407A","主動凱基台灣","市","9.51","-0.22","-2.26","43,634","08/19","-2,839","0","-986","-3,825","111","3.9","－・－"
