"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"190","4961","天鈺","166.5","+6.5","+4.06","08/19","-46","-409","-462","-636","-1,518","-1,574","-2,623","+482","+2,206","+456"
"191","1795","美時","186.5","+2.5","+1.36","08/19","-338","-322","-641","-635","-1,747","-1,906","-1,051","+12,787","+10,382","+9,975"
"192","3010","華立","130","+2","+1.56","08/19","+30","-299","-581","-632","-573","-744","-2,805","-1,529","-2,838","-1,530"
"193","1440","南紡","13.35","0","0","08/19","-84","-571","-761","-631","-229","+1,174","+4,724","+11,141","+2,633","+9,950"
"194","3035","智原","172.5","+2","+1.17","08/19","-31","-656","-647","-625","-1,645","-835","-14,442","-14,659","-5,433","-14,666"
"195","6446","藥華藥","1400","0","0","08/19","+7","-391","-323","-612","-943","-46","+87","-640","-7,597","-7,953"
"196","8027","鈦昇","169","-0.5","-0.29","08/19","-22","-393","-477","-612","-888","-1,734","+757","-249","-201","+1,079"
"197","5351","鈺創","126.5","+4.5","+3.69","08/19","-195","-116","-374","-610","-10,310","-1,477","-5,177","-2,938","-13,607","-10,440"
"198","2201","裕隆","28.8","+0.55","+1.95","08/19","-68","-278","-1,032","-599","-805","+444","-6,979","+5,045","+17,956","+9,596"
"199","4157","太景*-KY","8.77","+0.09","+1.04","08/19","+11","+11","-58","-593","-417","-591","-543","-5,380","+3,888","+1,583"
"200","6187","萬潤","1305","+45","+3.57","08/19","+72","+6","-327","-592","+36","+648","+724","-2,723","-6,095","-3,960"
"201","9919","康那香","13.75","-0.05","-0.36","08/19","-312","-507","-548","-591","-582","-266","-886","-322","-1,891","+398"
"202","3661","世芯-KY","3630","-85","-2.29","08/19","-118","-248","-340","-584","-1,368","-2,258","-1,717","-4,537","-2,039","-1,417"
"203","4927","泰鼎-KY","32.25","-0.5","-1.53","08/19","+186","-673","-703","-575","-152","-328","+778","+6,368","+15,179","+4,592"
"204","1337","再生-KY","4.58","-0.04","-0.87","08/19","0","-37","-569","-573","-550","-251","-414","+1,661","+1,403","+1,737"
"205","2537","聯上發","11.55","+0.4","+3.59","08/19","-96","-647","-723","-571","-649","-1,071","+338","-2,055","-4,680","-2,666"
"206","3056","富華新","14","-0.05","-0.36","08/19","-163","-422","-669","-565","-1,659","-4,511","-8,554","-11,900","+1,141","-13,808"
"207","3293","鈊象","749","+7","+0.94","08/19","+252","+101","-624","-565","-1,736","-2,317","+6,121","+3,858","+10,274","+2,231"
"208","2385","群光","106","+1.5","+1.44","08/19","+15","-403","-346","-563","+6","+1,099","-5,335","+19,508","+35,912","+31,468"
"209","6163","華電網","41.6","-1.8","-4.15","08/19","-127","-288","-552","-540","-945","-2,047","-2,853","+1,591","+3,298","+1,261"
"210","2374","佳能","66.9","-0.4","-0.59","08/19","-305","-194","-456","-532","-1,495","-2,193","+413","+4,647","+17,321","-1,285"
"211","009824","群益美國科技巨頭","9.99","-0.14","-1.38","08/19","0","0","0","-530","-530","0","","","",""
"212","4906","正文","33.95","-0.25","-0.73","08/19","+138","-335","-470","-528","+1,822","+1,434","-7,474","+15,894","+22,049","+18,485"
"213","4714","永捷","10.45","-0.05","-0.48","08/19","-54","-306","-364","-526","-831","-821","+1,010","-879","+666","+505"
"214","1215","卜蜂","109","-1","-0.91","08/19","-74","-464","-409","-517","-239","-1,904","-3,326","+9,425","+12,356","+9,214"
"215","2020","美亞","21.6","+0.15","+0.7","08/19","+12","-28","-24","-516","-521","-454","-172","+2,220","-1,883","+1,668"
"216","2365","昆盈","30.05","+0.05","+0.17","08/19","-130","-105","-439","-511","-634","-68","-2,197","-2,873","-2,227","-2,787"
"217","009803","玉山市值動能50","20.95","-0.2","-0.95","08/19","0","0","-78","-508","-558","-97","+246","-210","-766","-360"
"218","9802","鈺齊-KY","70.3","0","0","08/19","+4","-436","-437","-501","-1,004","-1,285","-6,212","-6,636","+5,266","-5,254"
"219","8064","東捷","99.2","+0.2","+0.2","08/19","-201","-518","-471","-500","-492","-1,352","+3,575","+3,256","-990","+2,074"
"220","6221","晉泰","22.3","+0.1","+0.45","08/19","-196","-194","-435","-495","-488","-524","-729","-506","+32","-450"
"221","2392","正崴","41.05","+0.75","+1.86","08/19","-268","-226","-29","-494","-795","+725","-3,894","-4,072","-948","-3,425"
"222","6190","萬泰科","65","-0.5","-0.76","08/19","-131","-195","-287","-488","-714","-572","-2,412","+438","+2,807","-2,073"
"223","1773","勝一","153.5","-1.5","-0.97","08/19","+12","-504","-494","-481","-388","+44","-282","-3,140","-1,798","-2,197"
"224","8081","致新","257","+5","+1.98","08/19","-32","-190","-311","-481","-417","-203","+1,927","+3,180","+3,608","+2,703"
"225","6290","良維","223.5","+14","+6.68","08/19","+54","-16","-156","-461","-2,654","-4,031","+697","+5,750","+4,492","+2,699"
"226","00877","復華中國5G","37.21","-2","-5.1","08/19","0","0","-395","-450","-1,012","-1,815","+1,067","+392","-2,410","-1,080"
"227","1597","直得","135","-4.5","-3.23","08/19","-52","-242","-455","-446","-459","-895","+274","-956","-1,606","-1,410"
"228","2485","兆赫","40.35","-0.25","-0.62","08/19","-41","-51","-409","-446","-1,210","-1,382","-2,946","-1,406","+8,870","-1,377"
"229","5443","均豪","104.5","-2","-1.88","08/19","+92","-9","-321","-446","-424","-556","-53","-1,997","-3,585","-420"
"230","6168","宏齊","24.2","-0.05","-0.21","08/19","-276","-286","-382","-444","-907","+950","-1,382","+1,618","+3,864","+710"
"231","2207","和泰車","506","-6","-1.17","08/19","+26","-373","-358","-436","-503","-886","-6,452","-210","+2,290","+2,418"
"232","2607","榮運","50.4","-0.1","-0.2","08/19","+21","-27","0","-435","-506","-997","-275","+2,549","+3,088","+639"
"233","1503","士電","197","-2.5","-1.25","08/19","-96","-84","-592","-435","-122","+1,437","+9,557","+18,087","+12,304","+9,839"
"234","00993A","主動安聯台灣","13.14","-0.31","-2.3","08/19","0","-84","-74","-434","-496","-522","-1,439","+2,537","",""
"235","6285","啟碁","235.5","-0.5","-0.21","08/19","+324","-263","-561","-432","+582","-213","-1,738","-4,276","+2,058","-7,468"
"236","1710","東聯","14.9","-0.1","-0.67","08/19","-6","+32","-138","-429","+375","+10,673","-1,136","+16,598","+14,795","+17,712"
"237","5452","佶優","26.7","-0.05","-0.19","08/19","-160","-324","-431","-427","-413","-533","-1,442","-1,020","-1,206","-897"
"238","2498","宏達電","39.85","+0.35","+0.89","08/19","-144","-632","-686","-420","-861","-843","-858","-753","+11,020","-740"
"239","6282","康舒","45.55","-0.85","-1.83","08/19","+675","-48","-107","-420","+3,034","+760","+16,017","+16,974","+29,141","-6,653"
"240","6121","新普","401.5","+4","+1.01","08/19","-7","-56","-57","-416","-402","-565","-1,976","-109","+221","-418"
"241","6592","和潤企業","60.4","-0.2","-0.33","08/19","+23","-166","-280","-414","-615","-1,399","-3,875","-2,266","-1,082","-367"
"242","3078","僑威","53.1","+0.1","+0.19","08/19","-135","-312","-389","-413","-1,093","-1,012","+1,991","+1,681","+6,506","+1,979"
"243","3037","欣興","1130","-15","-1.31","08/19","-451","-643","-570","-409","-1,709","-9,329","-3,107","+267","-107,911","-1,356"
"244","1103","嘉泥","13.05","0","0","08/19","+14","-216","-403","-407","-438","-278","-161","-357","-738","-360"
"245","2852","第一保","27.65","+0.3","+1.1","08/19","-51","-48","-48","-407","-489","-616","-1,219","-312","-1,780","-299"
"246","3443","創意","5295","-240","-4.34","08/19","-22","-343","-336","-403","-349","-397","+165","-239","-2,305","+9"
"247","5289","宜鼎","1515","+55","+3.77","08/19","+19","+50","+5","-397","-366","-503","-1,674","+1,981","+1,376","+855"
"248","1603","華電","30.45","+0.1","+0.33","08/19","0","-381","-370","-396","-482","-358","-182","+1,140","+1,007","+1,185"
"249","2535","達欣工","89.4","-0.8","-0.89","08/19","-46","-33","-73","-396","-265","-102","+489","+1,713","+1,313","+1,670"
"250","3036","文曄","201.5","-0.5","-0.25","08/19","+21","+69","-409","-395","+3,373","-9,580","+6,182","+39,755","+56,404","+36,371"
"251","2530","華建","19","-0.35","-1.81","08/19","-25","+16","+33","-394","-806","-1,171","+1,536","+6,930","+15,493","+12,782"
"252","1582","信錦","72.9","+0.1","+0.14","08/19","+33","-153","-257","-392","-867","-1,525","-755","+833","+4,699","+4,730"
"253","3044","健鼎","480.5","-8","-1.64","08/19","+4","-370","-369","-389","-407","-703","-2,520","-3,245","-1,015","-5,002"
"254","5213","亞昕","21.1","+0.2","+0.96","08/19","-63","-298","-313","-389","-375","-744","-399","-839","-1,145","-1,087"
"255","2419","仲琦","24","-0.25","-1.03","08/19","-305","-305","-400","-388","-856","-1,349","-1,691","-54","+2,471","+1,362"
"256","8114","振樺電","197","+1.5","+0.77","08/19","+11","-267","-265","-384","-394","-920","-1,306","-1,312","+979","-54"
"257","5243","乙盛-KY","88.2","0","0","08/19","-123","-247","-280","-380","-1,120","-1,236","+845","+2,092","+2,417","+1,979"
"258","3047","訊舟","13.7","-0.1","-0.72","08/19","-168","-225","-239","-376","-665","-450","-1,314","-3,460","-1,531","-5,282"
"259","6235","華孚","37.3","-0.4","-1.06","08/19","-13","-57","-375","-374","-743","-361","+3,810","+3,584","+6,621","+1,577"
"260","6266","泰詠","25","+0.1","+0.4","08/19","+1","-5","-3","-374","-359","-489","-158","+120","+671","+14"
"261","2417","圓剛","45.65","+2.4","+5.55","08/19","-165","-302","-401","-372","+11","+312","+1,221","-1,091","-1,568","+65"
"262","3587","閎康","251.5","+9.5","+3.93","08/19","-12","-341","-359","-362","+10","-220","+566","+47","-572","+621"
"263","2102","泰豐","18.55","-0.1","-0.54","08/19","+21","+29","-29","-361","-869","-1,029","+86","+2,469","+4,163","+2,377"
"264","3450","聯鈞","567","-12","-2.07","08/19","+112","+237","-106","-358","-636","+1,063","+2,030","-8,782","-8,700","-8,799"
"265","1584","精剛","17.75","-0.15","-0.84","08/19","0","-137","-201","-354","-484","-765","-3,623","-8,893","-13,142","-14,207"
"266","1604","聲寶","23.1","0","0","08/19","0","0","-19","-353","-331","-674","-1,274","+108","-36","+545"
"267","2743","山富","57.3","+0.8","+1.42","08/19","-13","-82","-261","-352","-361","-396","-496","-449","-125","-509"
"268","3455","由田","247","-11","-4.26","08/19","+111","+88","+3","-352","-190","-697","+194","-748","+394","-114"
"269","6216","居易","22.15","+0.15","+0.68","08/19","+2","-22","-234","-352","-453","-446","-177","+66","-173","-157"
"270","2528","皇普","20.15","0","0","08/19","-154","-195","-273","-346","-395","-949","-310","+4,911","+7,611","+7,309"
"271","2355","敬鵬","41.7","+0.45","+1.09","08/19","-99","-79","-144","-345","-471","+3,797","+10,552","+4,223","+12,777","+4,012"
"272","8249","菱光","39.75","-0.2","-0.5","08/19","-36","-117","-235","-344","-526","-694","-364","-359","+494","-236"
"273","6789","采鈺","421.5","-11.5","-2.66","08/19","-2","-92","-86","-343","-360","-1,682","-6,254","-1,711","-738","-2,066"
"274","6657","華安","29.7","0","0","08/19","-18","-28","-313","-341","-398","-536","-1,512","-903","-506","-374"
"275","2347","聯強","86.3","+0.3","+0.35","08/19","-19","-18","-10","-340","-1,223","-8,534","-3,452","-1,190","-20,738","-4,123"
"276","00913","兆豐台灣晶圓製造","44.86","-1.59","-3.42","08/19","-12","-12","-18","-337","-352","+137","+237","+307","+347","+347"
"277","2723","美食-KY","65.2","+2.7","+4.32","08/19","-131","-205","-192","-337","-262","-204","-552","-775","+1,038","-198"
"278","4766","南寶","332","+2","+0.61","08/19","+12","+8","+48","-336","-497","-605","-2,164","+12","+1,449","-96"
"279","8215","明基材","23.9","-0.3","-1.24","08/19","-109","-391","-370","-336","-727","-866","-1,115","+764","+4,388","+2,776"
"280","3006","晶豪科","245.5","-2.5","-1.01","08/19","-87","-126","-208","-332","-711","-1,336","-2,766","-1,288","-8,450","-4,291"
"281","2038","海光","12.5","-0.05","-0.4","08/19","+2","-74","-73","-331","-407","-144","-690","-606","-183","+586"
"282","8150","南茂","87.3","-1.8","-2.02","08/19","-4","-149","-16","-330","+6,071","+12,430","+9,504","+13,855","+13,737","+8,000"
"283","6133","金橋","22.15","-0.1","-0.45","08/19","-58","-71","-322","-330","-475","-295","-275","+147","+1,004","+327"
"284","3221","台嘉碩","47.85","+1.35","+2.9","08/19","-105","-100","-202","-329","-429","+50","+152","+340","+3,179","+1,756"
"285","3356","奇偶","63","-1","-1.56","08/19","-210","-212","-335","-329","-317","-84","-75","-421","-1,326","-742"
"286","3515","華擎","220","+3.5","+1.62","08/19","-50","-118","-196","-323","-288","-278","-118","+2,000","+3,625","+3,303"
"287","2608","嘉里大榮","28.4","-0.1","-0.35","08/19","+14","-21","-173","-321","-306","-842","-913","-597","+167","+182"
"288","5278","尚凡*","24.3","-0.05","-0.21","08/19","0","-9","-115","-321","-479","-498","-1,112","-963","+41","-1,162"
"289","00675L","富邦臺灣加權正2","295.1","-8.3","-2.74","08/19","0","-40","-40","-319","-969","-76","-586","-1,176","+2,974","-1,269"
"290","6271","同欣電","194","-1","-0.51","08/19","-135","-297","-316","-317","+183","+271","-2,320","-63","+1,015","+947"
"291","3016","嘉晶","102","-3","-2.86","08/19","+46","-90","-206","-316","-377","-1,099","+803","-3,044","-2,244","-4,067"
"292","9946","三發地產","18.85","0","0","08/19","-64","-62","-232","-316","-394","-384","+49","+344","+496","+510"
"293","4113","聯上","14.85","0","0","08/19","0","-53","-52","-315","-328","-300","-357","-430","-1,337","-417"
"294","1815","富喬","98","+2.7","+2.83","08/19","+425","+6","-201","-314","+982","-3,346","-3,181","+10,633","+35,934","+29,511"
"295","2611","志信","15.5","+0.1","+0.65","08/19","-76","-128","-104","-311","-410","-415","-729","-770","-786","-885"
"296","2912","統一超","218.5","+3.5","+1.63","08/19","-134","-352","-1,217","-311","-2,890","-5,810","+10,750","+13,218","+15,162","+9,461"
"297","6558","興能高","24.65","-0.35","-1.4","08/19","-35","-155","-345","-309","-316","-545","-477","-1,006","-522","-1,206"
"298","00764B","群益25年美債","26.96","+0.23","+0.86","08/19","0","0","0","-300","-300","-389","-277","-518","-3,442","-178"
"299","4114","健喬","30.25","+0.25","+0.83","08/19","-152","-201","-293","-298","+62","+4,162","+2,475","+6,740","+8,665","+6,421"
"300","1524","耿鼎","27","+0.1","+0.37","08/19","-28","-183","-211","-295","-720","-881","-1,169","-2,013","+921","-2,519"
